COD_DEP,DEPARTAMENTO,COD_MUN,MUNICIPIO,AÑO,TOTAL
05,ANTIOQUIA,5001,MEDELLIN,2010,4371078
05,ANTIOQUIA,5001,MEDELLIN,2011,4427098
05,ANTIOQUIA,5001,MEDELLIN,2012,4481380
05,ANTIOQUIA,5001,MEDELLIN,2013,4533938
05,ANTIOQUIA,5001,MEDELLIN,2014,4587202
05,ANTIOQUIA,5001,MEDELLIN,2015,4641582
05,ANTIOQUIA,5001,MEDELLIN,2016,4702154
05,ANTIOQUIA,5001,MEDELLIN,2017,4770036
05,ANTIOQUIA,5002,ABEJORRAL,2010,43644
05,ANTIOQUIA,5002,ABEJORRAL,2011,43238
05,ANTIOQUIA,5002,ABEJORRAL,2012,42742
05,ANTIOQUIA,5002,ABEJORRAL,2013,42332
05,ANTIOQUIA,5002,ABEJORRAL,2014,41884
05,ANTIOQUIA,5002,ABEJORRAL,2015,41436
05,ANTIOQUIA,5002,ABEJORRAL,2016,41068
05,ANTIOQUIA,5002,ABEJORRAL,2017,40874
05,ANTIOQUIA,5004,ABRIAQUI,2010,5310
05,ANTIOQUIA,5004,ABRIAQUI,2011,5344
05,ANTIOQUIA,5004,ABRIAQUI,2012,5336
05,ANTIOQUIA,5004,ABRIAQUI,2013,5384
05,ANTIOQUIA,5004,ABRIAQUI,2014,5322
05,ANTIOQUIA,5004,ABRIAQUI,2015,5260
05,ANTIOQUIA,5004,ABRIAQUI,2016,5258
05,ANTIOQUIA,5004,ABRIAQUI,2017,5304
05,ANTIOQUIA,5021,ALEJANDRIA,2010,9358
05,ANTIOQUIA,5021,ALEJANDRIA,2011,9356
05,ANTIOQUIA,5021,ALEJANDRIA,2012,9298
05,ANTIOQUIA,5021,ALEJANDRIA,2013,9344
05,ANTIOQUIA,5021,ALEJANDRIA,2014,9348
05,ANTIOQUIA,5021,ALEJANDRIA,2015,9360
05,ANTIOQUIA,5021,ALEJANDRIA,2016,9240
05,ANTIOQUIA,5021,ALEJANDRIA,2017,9200
05,ANTIOQUIA,5030,AMAGA,2010,56264
05,ANTIOQUIA,5030,AMAGA,2011,56708
05,ANTIOQUIA,5030,AMAGA,2012,56964
05,ANTIOQUIA,5030,AMAGA,2013,57560
05,ANTIOQUIA,5030,AMAGA,2014,57776
05,ANTIOQUIA,5030,AMAGA,2015,58272
05,ANTIOQUIA,5030,AMAGA,2016,58788
05,ANTIOQUIA,5030,AMAGA,2017,59326
05,ANTIOQUIA,5031,AMALFI,2010,47972
05,ANTIOQUIA,5031,AMALFI,2011,48312
05,ANTIOQUIA,5031,AMALFI,2012,48664
05,ANTIOQUIA,5031,AMALFI,2013,49096
05,ANTIOQUIA,5031,AMALFI,2014,49506
05,ANTIOQUIA,5031,AMALFI,2015,49902
05,ANTIOQUIA,5031,AMALFI,2016,50388
05,ANTIOQUIA,5031,AMALFI,2017,51036
05,ANTIOQUIA,5034,ANDES,2010,84304
05,ANTIOQUIA,5034,ANDES,2011,84346
05,ANTIOQUIA,5034,ANDES,2012,84514
05,ANTIOQUIA,5034,ANDES,2013,84568
05,ANTIOQUIA,5034,ANDES,2014,84786
05,ANTIOQUIA,5034,ANDES,2015,85010
05,ANTIOQUIA,5034,ANDES,2016,85366
05,ANTIOQUIA,5034,ANDES,2017,85634
05,ANTIOQUIA,5036,ANGELOPOLIS,2010,11590
05,ANTIOQUIA,5036,ANGELOPOLIS,2011,11602
05,ANTIOQUIA,5036,ANGELOPOLIS,2012,11568
05,ANTIOQUIA,5036,ANGELOPOLIS,2013,11546
05,ANTIOQUIA,5036,ANGELOPOLIS,2014,11570
05,ANTIOQUIA,5036,ANGELOPOLIS,2015,11592
05,ANTIOQUIA,5036,ANGELOPOLIS,2016,11562
05,ANTIOQUIA,5036,ANGELOPOLIS,2017,11490
05,ANTIOQUIA,5038,ANGOSTURA,2010,23706
05,ANTIOQUIA,5038,ANGOSTURA,2011,23576
05,ANTIOQUIA,5038,ANGOSTURA,2012,23388
05,ANTIOQUIA,5038,ANGOSTURA,2013,23322
05,ANTIOQUIA,5038,ANGOSTURA,2014,23172
05,ANTIOQUIA,5038,ANGOSTURA,2015,23076
05,ANTIOQUIA,5038,ANGOSTURA,2016,22972
05,ANTIOQUIA,5038,ANGOSTURA,2017,22792
05,ANTIOQUIA,5040,ANORI,2010,33466
05,ANTIOQUIA,5040,ANORI,2011,33816
05,ANTIOQUIA,5040,ANORI,2012,34144
05,ANTIOQUIA,5040,ANORI,2013,34528
05,ANTIOQUIA,5040,ANORI,2014,34766
05,ANTIOQUIA,5040,ANORI,2015,35068
05,ANTIOQUIA,5040,ANORI,2016,35446
05,ANTIOQUIA,5040,ANORI,2017,35982
05,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,2010,48762
05,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,2011,49044
05,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,2012,49396
05,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,2013,49756
05,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,2014,50150
05,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,2015,50504
05,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,2016,50924
05,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,2017,51616
05,ANTIOQUIA,5044,ANZA,2010,13624
05,ANTIOQUIA,5044,ANZA,2011,13710
05,ANTIOQUIA,5044,ANZA,2012,13760
05,ANTIOQUIA,5044,ANZA,2013,13788
05,ANTIOQUIA,5044,ANZA,2014,13810
05,ANTIOQUIA,5044,ANZA,2015,13952
05,ANTIOQUIA,5044,ANZA,2016,13922
05,ANTIOQUIA,5044,ANZA,2017,13940
05,ANTIOQUIA,5045,APARTADO,2010,204938
05,ANTIOQUIA,5045,APARTADO,2011,209406
05,ANTIOQUIA,5045,APARTADO,2012,213666
05,ANTIOQUIA,5045,APARTADO,2013,217820
05,ANTIOQUIA,5045,APARTADO,2014,222176
05,ANTIOQUIA,5045,APARTADO,2015,226486
05,ANTIOQUIA,5045,APARTADO,2016,231110
05,ANTIOQUIA,5045,APARTADO,2017,236128
05,ANTIOQUIA,5051,ARBOLETES,2010,58104
05,ANTIOQUIA,5051,ARBOLETES,2011,58118
05,ANTIOQUIA,5051,ARBOLETES,2012,58098
05,ANTIOQUIA,5051,ARBOLETES,2013,57898
05,ANTIOQUIA,5051,ARBOLETES,2014,57826
05,ANTIOQUIA,5051,ARBOLETES,2015,57834
05,ANTIOQUIA,5051,ARBOLETES,2016,57962
05,ANTIOQUIA,5051,ARBOLETES,2017,58090
05,ANTIOQUIA,5055,ARGELIA,2010,17578
05,ANTIOQUIA,5055,ARGELIA,2011,17324
05,ANTIOQUIA,5055,ARGELIA,2012,17008
05,ANTIOQUIA,5055,ARGELIA,2013,16728
05,ANTIOQUIA,5055,ARGELIA,2014,16476
05,ANTIOQUIA,5055,ARGELIA,2015,16196
05,ANTIOQUIA,5055,ARGELIA,2016,15858
05,ANTIOQUIA,5055,ARGELIA,2017,15542
05,ANTIOQUIA,5059,ARMENIA,2010,11304
05,ANTIOQUIA,5059,ARMENIA,2011,11192
05,ANTIOQUIA,5059,ARMENIA,2012,11006
05,ANTIOQUIA,5059,ARMENIA,2013,10922
05,ANTIOQUIA,5059,ARMENIA,2014,10774
05,ANTIOQUIA,5059,ARMENIA,2015,10564
05,ANTIOQUIA,5059,ARMENIA,2016,10424
05,ANTIOQUIA,5059,ARMENIA,2017,10378
05,ANTIOQUIA,5079,BARBOSA,2010,93018
05,ANTIOQUIA,5079,BARBOSA,2011,94214
05,ANTIOQUIA,5079,BARBOSA,2012,95526
05,ANTIOQUIA,5079,BARBOSA,2013,96548
05,ANTIOQUIA,5079,BARBOSA,2014,97738
05,ANTIOQUIA,5079,BARBOSA,2015,99100
05,ANTIOQUIA,5079,BARBOSA,2016,100562
05,ANTIOQUIA,5079,BARBOSA,2017,102098
05,ANTIOQUIA,5086,BELMIRA,2010,11700
05,ANTIOQUIA,5086,BELMIRA,2011,11792
05,ANTIOQUIA,5086,BELMIRA,2012,11808
05,ANTIOQUIA,5086,BELMIRA,2013,11788
05,ANTIOQUIA,5086,BELMIRA,2014,11850
05,ANTIOQUIA,5086,BELMIRA,2015,11892
05,ANTIOQUIA,5086,BELMIRA,2016,11876
05,ANTIOQUIA,5086,BELMIRA,2017,11904
05,ANTIOQUIA,5088,BELLO,2010,890698
05,ANTIOQUIA,5088,BELLO,2011,908956
05,ANTIOQUIA,5088,BELLO,2012,926886
05,ANTIOQUIA,5088,BELLO,2013,944354
05,ANTIOQUIA,5088,BELLO,2014,962072
05,ANTIOQUIA,5088,BELLO,2015,980028
05,ANTIOQUIA,5088,BELLO,2016,999242
05,ANTIOQUIA,5088,BELLO,2017,1020062
05,ANTIOQUIA,5091,BETANIA,2010,21986
05,ANTIOQUIA,5091,BETANIA,2011,21804
05,ANTIOQUIA,5091,BETANIA,2012,21630
05,ANTIOQUIA,5091,BETANIA,2013,21422
05,ANTIOQUIA,5091,BETANIA,2014,21264
05,ANTIOQUIA,5091,BETANIA,2015,21098
05,ANTIOQUIA,5091,BETANIA,2016,20968
05,ANTIOQUIA,5091,BETANIA,2017,20754
05,ANTIOQUIA,5093,BETULIA,2010,31132
05,ANTIOQUIA,5093,BETULIA,2011,31052
05,ANTIOQUIA,5093,BETULIA,2012,30982
05,ANTIOQUIA,5093,BETULIA,2013,31108
05,ANTIOQUIA,5093,BETULIA,2014,30886
05,ANTIOQUIA,5093,BETULIA,2015,30854
05,ANTIOQUIA,5093,BETULIA,2016,30890
05,ANTIOQUIA,5093,BETULIA,2017,30988
05,ANTIOQUIA,5101,CIUDAD BOLIVAR,2010,53444
05,ANTIOQUIA,5101,CIUDAD BOLIVAR,2011,53108
05,ANTIOQUIA,5101,CIUDAD BOLIVAR,2012,52842
05,ANTIOQUIA,5101,CIUDAD BOLIVAR,2013,52594
05,ANTIOQUIA,5101,CIUDAD BOLIVAR,2014,52370
05,ANTIOQUIA,5101,CIUDAD BOLIVAR,2015,52146
05,ANTIOQUIA,5101,CIUDAD BOLIVAR,2016,51992
05,ANTIOQUIA,5101,CIUDAD BOLIVAR,2017,51950
05,ANTIOQUIA,5107,BRICEÑO,2010,16512
05,ANTIOQUIA,5107,BRICEÑO,2011,16424
05,ANTIOQUIA,5107,BRICEÑO,2012,16386
05,ANTIOQUIA,5107,BRICEÑO,2013,16352
05,ANTIOQUIA,5107,BRICEÑO,2014,16270
05,ANTIOQUIA,5107,BRICEÑO,2015,16176
05,ANTIOQUIA,5107,BRICEÑO,2016,16150
05,ANTIOQUIA,5107,BRICEÑO,2017,16106
05,ANTIOQUIA,5113,BURITICA,2010,17532
05,ANTIOQUIA,5113,BURITICA,2011,17622
05,ANTIOQUIA,5113,BURITICA,2012,17790
05,ANTIOQUIA,5113,BURITICA,2013,17904
05,ANTIOQUIA,5113,BURITICA,2014,18068
05,ANTIOQUIA,5113,BURITICA,2015,18204
05,ANTIOQUIA,5113,BURITICA,2016,18314
05,ANTIOQUIA,5113,BURITICA,2017,18424
05,ANTIOQUIA,5120,CACERES,2010,52726
05,ANTIOQUIA,5120,CACERES,2011,53356
05,ANTIOQUIA,5120,CACERES,2012,53904
05,ANTIOQUIA,5120,CACERES,2013,54386
05,ANTIOQUIA,5120,CACERES,2014,55006
05,ANTIOQUIA,5120,CACERES,2015,55622
05,ANTIOQUIA,5120,CACERES,2016,56268
05,ANTIOQUIA,5120,CACERES,2017,57102
05,ANTIOQUIA,5125,CAICEDO,2010,15830
05,ANTIOQUIA,5125,CAICEDO,2011,15912
05,ANTIOQUIA,5125,CAICEDO,2012,15988
05,ANTIOQUIA,5125,CAICEDO,2013,16094
05,ANTIOQUIA,5125,CAICEDO,2014,16200
05,ANTIOQUIA,5125,CAICEDO,2015,16336
05,ANTIOQUIA,5125,CAICEDO,2016,16370
05,ANTIOQUIA,5125,CAICEDO,2017,16440
05,ANTIOQUIA,5129,CALDAS,2010,140828
05,ANTIOQUIA,5129,CALDAS,2011,142950
05,ANTIOQUIA,5129,CALDAS,2012,145014
05,ANTIOQUIA,5129,CALDAS,2013,147034
05,ANTIOQUIA,5129,CALDAS,2014,149058
05,ANTIOQUIA,5129,CALDAS,2015,151244
05,ANTIOQUIA,5129,CALDAS,2016,153532
05,ANTIOQUIA,5129,CALDAS,2017,156000
05,ANTIOQUIA,5134,CAMPAMENTO,2010,18942
05,ANTIOQUIA,5134,CAMPAMENTO,2011,18874
05,ANTIOQUIA,5134,CAMPAMENTO,2012,18796
05,ANTIOQUIA,5134,CAMPAMENTO,2013,18740
05,ANTIOQUIA,5134,CAMPAMENTO,2014,18642
05,ANTIOQUIA,5134,CAMPAMENTO,2015,18546
05,ANTIOQUIA,5134,CAMPAMENTO,2016,18500
05,ANTIOQUIA,5134,CAMPAMENTO,2017,18392
05,ANTIOQUIA,5138,CAÑASGORDAS,2010,33042
05,ANTIOQUIA,5138,CAÑASGORDAS,2011,32728
05,ANTIOQUIA,5138,CAÑASGORDAS,2012,32410
05,ANTIOQUIA,5138,CAÑASGORDAS,2013,32136
05,ANTIOQUIA,5138,CAÑASGORDAS,2014,31818
05,ANTIOQUIA,5138,CAÑASGORDAS,2015,31488
05,ANTIOQUIA,5138,CAÑASGORDAS,2016,31340
05,ANTIOQUIA,5138,CAÑASGORDAS,2017,31132
05,ANTIOQUIA,5142,CARACOLI,2010,10030
05,ANTIOQUIA,5142,CARACOLI,2011,9870
05,ANTIOQUIA,5142,CARACOLI,2012,9802
05,ANTIOQUIA,5142,CARACOLI,2013,9704
05,ANTIOQUIA,5142,CARACOLI,2014,9552
05,ANTIOQUIA,5142,CARACOLI,2015,9526
05,ANTIOQUIA,5142,CARACOLI,2016,9472
05,ANTIOQUIA,5142,CARACOLI,2017,9078
05,ANTIOQUIA,5145,CARAMANTA,2010,11000
05,ANTIOQUIA,5145,CARAMANTA,2011,10820
05,ANTIOQUIA,5145,CARAMANTA,2012,10608
05,ANTIOQUIA,5145,CARAMANTA,2013,10418
05,ANTIOQUIA,5145,CARAMANTA,2014,10254
05,ANTIOQUIA,5145,CARAMANTA,2015,10024
05,ANTIOQUIA,5145,CARAMANTA,2016,9904
05,ANTIOQUIA,5145,CARAMANTA,2017,9578
05,ANTIOQUIA,5147,CAREPA,2010,78854
05,ANTIOQUIA,5147,CAREPA,2011,80946
05,ANTIOQUIA,5147,CAREPA,2012,82900
05,ANTIOQUIA,5147,CAREPA,2013,84882
05,ANTIOQUIA,5147,CAREPA,2014,86738
05,ANTIOQUIA,5147,CAREPA,2015,88808
05,ANTIOQUIA,5147,CAREPA,2016,90978
05,ANTIOQUIA,5147,CAREPA,2017,93258
05,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,2010,104430
05,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,2011,106126
05,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,2012,107788
05,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,2013,109314
05,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,2014,110928
05,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,2015,112692
05,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,2016,114416
05,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,2017,116240
05,ANTIOQUIA,5150,CAROLINA,2010,7776
05,ANTIOQUIA,5150,CAROLINA,2011,7810
05,ANTIOQUIA,5150,CAROLINA,2012,7812
05,ANTIOQUIA,5150,CAROLINA,2013,7828
05,ANTIOQUIA,5150,CAROLINA,2014,7860
05,ANTIOQUIA,5150,CAROLINA,2015,7864
05,ANTIOQUIA,5150,CAROLINA,2016,7800
05,ANTIOQUIA,5150,CAROLINA,2017,7776
05,ANTIOQUIA,5154,CAUCASIA,2010,155650
05,ANTIOQUIA,5154,CAUCASIA,2011,158548
05,ANTIOQUIA,5154,CAUCASIA,2012,161438
05,ANTIOQUIA,5154,CAUCASIA,2013,164162
05,ANTIOQUIA,5154,CAUCASIA,2014,166944
05,ANTIOQUIA,5154,CAUCASIA,2015,169852
05,ANTIOQUIA,5154,CAUCASIA,2016,172984
05,ANTIOQUIA,5154,CAUCASIA,2017,176376
05,ANTIOQUIA,5172,CHIGORODO,2010,98026
05,ANTIOQUIA,5172,CHIGORODO,2011,99950
05,ANTIOQUIA,5172,CHIGORODO,2012,101898
05,ANTIOQUIA,5172,CHIGORODO,2013,103868
05,ANTIOQUIA,5172,CHIGORODO,2014,105754
05,ANTIOQUIA,5172,CHIGORODO,2015,107730
05,ANTIOQUIA,5172,CHIGORODO,2016,109816
05,ANTIOQUIA,5172,CHIGORODO,2017,112088
05,ANTIOQUIA,5190,CISNEROS,2010,19184
05,ANTIOQUIA,5190,CISNEROS,2011,19274
05,ANTIOQUIA,5190,CISNEROS,2012,19338
05,ANTIOQUIA,5190,CISNEROS,2013,19340
05,ANTIOQUIA,5190,CISNEROS,2014,19236
05,ANTIOQUIA,5190,CISNEROS,2015,19174
05,ANTIOQUIA,5190,CISNEROS,2016,19234
05,ANTIOQUIA,5190,CISNEROS,2017,19494
05,ANTIOQUIA,5197,COCORNA,2010,35176
05,ANTIOQUIA,5197,COCORNA,2011,34560
05,ANTIOQUIA,5197,COCORNA,2012,33980
05,ANTIOQUIA,5197,COCORNA,2013,33442
05,ANTIOQUIA,5197,COCORNA,2014,32868
05,ANTIOQUIA,5197,COCORNA,2015,32292
05,ANTIOQUIA,5197,COCORNA,2016,31746
05,ANTIOQUIA,5197,COCORNA,2017,31334
05,ANTIOQUIA,5206,CONCEPCION,2010,10344
05,ANTIOQUIA,5206,CONCEPCION,2011,10244
05,ANTIOQUIA,5206,CONCEPCION,2012,10146
05,ANTIOQUIA,5206,CONCEPCION,2013,9968
05,ANTIOQUIA,5206,CONCEPCION,2014,9838
05,ANTIOQUIA,5206,CONCEPCION,2015,9754
05,ANTIOQUIA,5206,CONCEPCION,2016,9700
05,ANTIOQUIA,5206,CONCEPCION,2017,9666
05,ANTIOQUIA,5209,CONCORDIA,2010,42762
05,ANTIOQUIA,5209,CONCORDIA,2011,42630
05,ANTIOQUIA,5209,CONCORDIA,2012,42520
05,ANTIOQUIA,5209,CONCORDIA,2013,42540
05,ANTIOQUIA,5209,CONCORDIA,2014,42368
05,ANTIOQUIA,5209,CONCORDIA,2015,42258
05,ANTIOQUIA,5209,CONCORDIA,2016,42306
05,ANTIOQUIA,5209,CONCORDIA,2017,42550
05,ANTIOQUIA,5212,COPACABANA,2010,137292
05,ANTIOQUIA,5212,COPACABANA,2011,139432
05,ANTIOQUIA,5212,COPACABANA,2012,141484
05,ANTIOQUIA,5212,COPACABANA,2013,143544
05,ANTIOQUIA,5212,COPACABANA,2014,145602
05,ANTIOQUIA,5212,COPACABANA,2015,147592
05,ANTIOQUIA,5212,COPACABANA,2016,149914
05,ANTIOQUIA,5212,COPACABANA,2017,152420
05,ANTIOQUIA,5234,DABEIBA,2010,44870
05,ANTIOQUIA,5234,DABEIBA,2011,44988
05,ANTIOQUIA,5234,DABEIBA,2012,45054
05,ANTIOQUIA,5234,DABEIBA,2013,45084
05,ANTIOQUIA,5234,DABEIBA,2014,45140
05,ANTIOQUIA,5234,DABEIBA,2015,45186
05,ANTIOQUIA,5234,DABEIBA,2016,45346
05,ANTIOQUIA,5234,DABEIBA,2017,45672
05,ANTIOQUIA,5237,DONMATIAS,2010,34160
05,ANTIOQUIA,5237,DONMATIAS,2011,34584
05,ANTIOQUIA,5237,DONMATIAS,2012,34958
05,ANTIOQUIA,5237,DONMATIAS,2013,35312
05,ANTIOQUIA,5237,DONMATIAS,2014,35832
05,ANTIOQUIA,5237,DONMATIAS,2015,36168
05,ANTIOQUIA,5237,DONMATIAS,2016,36664
05,ANTIOQUIA,5237,DONMATIAS,2017,37066
05,ANTIOQUIA,5240,EBEJICO,2010,25980
05,ANTIOQUIA,5240,EBEJICO,2011,25690
05,ANTIOQUIA,5240,EBEJICO,2012,25432
05,ANTIOQUIA,5240,EBEJICO,2013,25234
05,ANTIOQUIA,5240,EBEJICO,2014,24922
05,ANTIOQUIA,5240,EBEJICO,2015,24616
05,ANTIOQUIA,5240,EBEJICO,2016,24454
05,ANTIOQUIA,5240,EBEJICO,2017,24354
05,ANTIOQUIA,5250,EL BAGRE,2010,87806
05,ANTIOQUIA,5250,EL BAGRE,2011,89762
05,ANTIOQUIA,5250,EL BAGRE,2012,91566
05,ANTIOQUIA,5250,EL BAGRE,2013,93356
05,ANTIOQUIA,5250,EL BAGRE,2014,95122
05,ANTIOQUIA,5250,EL BAGRE,2015,96986
05,ANTIOQUIA,5250,EL BAGRE,2016,98976
05,ANTIOQUIA,5250,EL BAGRE,2017,101088
05,ANTIOQUIA,5264,ENTRERRIOS,2010,19546
05,ANTIOQUIA,5264,ENTRERRIOS,2011,19784
05,ANTIOQUIA,5264,ENTRERRIOS,2012,20190
05,ANTIOQUIA,5264,ENTRERRIOS,2013,20552
05,ANTIOQUIA,5264,ENTRERRIOS,2014,20930
05,ANTIOQUIA,5264,ENTRERRIOS,2015,21188
05,ANTIOQUIA,5264,ENTRERRIOS,2016,21660
05,ANTIOQUIA,5264,ENTRERRIOS,2017,21972
05,ANTIOQUIA,5266,ENVIGADO,2010,389466
05,ANTIOQUIA,5266,ENVIGADO,2011,397544
05,ANTIOQUIA,5266,ENVIGADO,2012,405500
05,ANTIOQUIA,5266,ENVIGADO,2013,413316
05,ANTIOQUIA,5266,ENVIGADO,2014,421184
05,ANTIOQUIA,5266,ENVIGADO,2015,429078
05,ANTIOQUIA,5266,ENVIGADO,2016,437610
05,ANTIOQUIA,5266,ENVIGADO,2017,446912
05,ANTIOQUIA,5282,FREDONIA,2010,48314
05,ANTIOQUIA,5282,FREDONIA,2011,48378
05,ANTIOQUIA,5282,FREDONIA,2012,48356
05,ANTIOQUIA,5282,FREDONIA,2013,48356
05,ANTIOQUIA,5282,FREDONIA,2014,48226
05,ANTIOQUIA,5282,FREDONIA,2015,48118
05,ANTIOQUIA,5282,FREDONIA,2016,48286
05,ANTIOQUIA,5282,FREDONIA,2017,48504
05,ANTIOQUIA,5284,FRONTINO,2010,43856
05,ANTIOQUIA,5284,FRONTINO,2011,43512
05,ANTIOQUIA,5284,FRONTINO,2012,43132
05,ANTIOQUIA,5284,FRONTINO,2013,42780
05,ANTIOQUIA,5284,FRONTINO,2014,42294
05,ANTIOQUIA,5284,FRONTINO,2015,41888
05,ANTIOQUIA,5284,FRONTINO,2016,41626
05,ANTIOQUIA,5284,FRONTINO,2017,41640
05,ANTIOQUIA,5306,GIRALDO,2010,10280
05,ANTIOQUIA,5306,GIRALDO,2011,10438
05,ANTIOQUIA,5306,GIRALDO,2012,10546
05,ANTIOQUIA,5306,GIRALDO,2013,10610
05,ANTIOQUIA,5306,GIRALDO,2014,10652
05,ANTIOQUIA,5306,GIRALDO,2015,10698
05,ANTIOQUIA,5306,GIRALDO,2016,10792
05,ANTIOQUIA,5306,GIRALDO,2017,10920
05,ANTIOQUIA,5308,GIRARDOTA,2010,89868
05,ANTIOQUIA,5308,GIRARDOTA,2011,91430
05,ANTIOQUIA,5308,GIRARDOTA,2012,92962
05,ANTIOQUIA,5308,GIRARDOTA,2013,94466
05,ANTIOQUIA,5308,GIRARDOTA,2014,95954
05,ANTIOQUIA,5308,GIRARDOTA,2015,97518
05,ANTIOQUIA,5308,GIRARDOTA,2016,99226
05,ANTIOQUIA,5308,GIRARDOTA,2017,100912
05,ANTIOQUIA,5310,GOMEZ PLATA,2010,19298
05,ANTIOQUIA,5310,GOMEZ PLATA,2011,19232
05,ANTIOQUIA,5310,GOMEZ PLATA,2012,19262
05,ANTIOQUIA,5310,GOMEZ PLATA,2013,19212
05,ANTIOQUIA,5310,GOMEZ PLATA,2014,19392
05,ANTIOQUIA,5310,GOMEZ PLATA,2015,19386
05,ANTIOQUIA,5310,GOMEZ PLATA,2016,19324
05,ANTIOQUIA,5310,GOMEZ PLATA,2017,19352
05,ANTIOQUIA,5313,GRANADA,2010,24712
05,ANTIOQUIA,5313,GRANADA,2011,24130
05,ANTIOQUIA,5313,GRANADA,2012,23540
05,ANTIOQUIA,5313,GRANADA,2013,22994
05,ANTIOQUIA,5313,GRANADA,2014,22450
05,ANTIOQUIA,5313,GRANADA,2015,21894
05,ANTIOQUIA,5313,GRANADA,2016,21308
05,ANTIOQUIA,5313,GRANADA,2017,20794
05,ANTIOQUIA,5315,GUADALUPE,2010,13098
05,ANTIOQUIA,5315,GUADALUPE,2011,13046
05,ANTIOQUIA,5315,GUADALUPE,2012,13042
05,ANTIOQUIA,5315,GUADALUPE,2013,13052
05,ANTIOQUIA,5315,GUADALUPE,2014,12960
05,ANTIOQUIA,5315,GUADALUPE,2015,12988
05,ANTIOQUIA,5315,GUADALUPE,2016,12928
05,ANTIOQUIA,5315,GUADALUPE,2017,12992
05,ANTIOQUIA,5318,GUARNE,2010,95338
05,ANTIOQUIA,5318,GUARNE,2011,97048
05,ANTIOQUIA,5318,GUARNE,2012,98712
05,ANTIOQUIA,5318,GUARNE,2013,100244
05,ANTIOQUIA,5318,GUARNE,2014,101984
05,ANTIOQUIA,5318,GUARNE,2015,103820
05,ANTIOQUIA,5318,GUARNE,2016,105586
05,ANTIOQUIA,5318,GUARNE,2017,107670
05,ANTIOQUIA,5321,GUATAPE,2010,14748
05,ANTIOQUIA,5321,GUATAPE,2011,14866
05,ANTIOQUIA,5321,GUATAPE,2012,15060
05,ANTIOQUIA,5321,GUATAPE,2013,15344
05,ANTIOQUIA,5321,GUATAPE,2014,15614
05,ANTIOQUIA,5321,GUATAPE,2015,15852
05,ANTIOQUIA,5321,GUATAPE,2016,16136
05,ANTIOQUIA,5321,GUATAPE,2017,16406
05,ANTIOQUIA,5347,HELICONIA,2010,12202
05,ANTIOQUIA,5347,HELICONIA,2011,11982
05,ANTIOQUIA,5347,HELICONIA,2012,11800
05,ANTIOQUIA,5347,HELICONIA,2013,11614
05,ANTIOQUIA,5347,HELICONIA,2014,11420
05,ANTIOQUIA,5347,HELICONIA,2015,11220
05,ANTIOQUIA,5347,HELICONIA,2016,11124
05,ANTIOQUIA,5347,HELICONIA,2017,11052
05,ANTIOQUIA,5353,HISPANIA,2010,10718
05,ANTIOQUIA,5353,HISPANIA,2011,10672
05,ANTIOQUIA,5353,HISPANIA,2012,10716
05,ANTIOQUIA,5353,HISPANIA,2013,10746
05,ANTIOQUIA,5353,HISPANIA,2014,10748
05,ANTIOQUIA,5353,HISPANIA,2015,10774
05,ANTIOQUIA,5353,HISPANIA,2016,10836
05,ANTIOQUIA,5353,HISPANIA,2017,10786
05,ANTIOQUIA,5360,ITAGUI,2010,484300
05,ANTIOQUIA,5360,ITAGUI,2011,492438
05,ANTIOQUIA,5360,ITAGUI,2012,500368
05,ANTIOQUIA,5360,ITAGUI,2013,508044
05,ANTIOQUIA,5360,ITAGUI,2014,515956
05,ANTIOQUIA,5360,ITAGUI,2015,523914
05,ANTIOQUIA,5360,ITAGUI,2016,532514
05,ANTIOQUIA,5360,ITAGUI,2017,542076
05,ANTIOQUIA,5361,ITUANGO,2010,52510
05,ANTIOQUIA,5361,ITUANGO,2011,52674
05,ANTIOQUIA,5361,ITUANGO,2012,52810
05,ANTIOQUIA,5361,ITUANGO,2013,52846
05,ANTIOQUIA,5361,ITUANGO,2014,52866
05,ANTIOQUIA,5361,ITUANGO,2015,53058
05,ANTIOQUIA,5361,ITUANGO,2016,53250
05,ANTIOQUIA,5361,ITUANGO,2017,53572
05,ANTIOQUIA,5364,JARDIN,2010,27938
05,ANTIOQUIA,5364,JARDIN,2011,28110
05,ANTIOQUIA,5364,JARDIN,2012,28212
05,ANTIOQUIA,5364,JARDIN,2013,28336
